alpha,tau,x0_0,x0_1,x0_2,x0_3,x0_4,x0_5,x0_6,x0_7,x0_8,x0_9,x0_10,x0_11,x0_12,x0_13,x0_14,x0_15,x0_16,x0_17,x0_18,x0_19,x0_20,x0_21,x0_22,x0_23,x0_24,x0_25,x0_26,x0_27,x0_28,x0_29,x0_30,x0_31,x0_32,x0_33,x0_34,x0_35,x0_36,x0_37,x0_38,x0_39,x0_40,x0_41,x0_42,x0_43,x0_44,x0_45,x0_46,x0_47,x0_48,x0_49,x0_50,x0_51,x0_52,x0_53,x0_54,x0_55,x0_56,x0_57,x0_58,x0_59,x0_60,x0_61,x0_62,x0_63,x0_64,x0_65,x0_66,x0_67,x0_68,x0_69,x0_70,x0_71,x0_72,x0_73,x0_74,x0_75,x0_76,x0_77,x0_78,x0_79,x0_80,x0_81,x0_82,x0_83,x0_84,x0_85,x0_86,x0_87,x0_88,x0_89,x0_90,x0_91,x0_92,x0_93,x0_94,x0_95,x0_96,x0_97,x0_98,x0_99,x0_100,y0,val_x0,xopt_0,xopt_1,xopt_2,xopt_3,xopt_4,xopt_5,xopt_6,xopt_7,xopt_8,xopt_9,xopt_10,xopt_11,xopt_12,xopt_13,xopt_14,xopt_15,xopt_16,xopt_17,xopt_18,xopt_19,xopt_20,xopt_21,xopt_22,xopt_23,xopt_24,xopt_25,xopt_26,xopt_27,xopt_28,xopt_29,xopt_30,xopt_31,xopt_32,xopt_33,xopt_34,xopt_35,xopt_36,xopt_37,xopt_38,xopt_39,xopt_40,xopt_41,xopt_42,xopt_43,xopt_44,xopt_45,xopt_46,xopt_47,xopt_48,xopt_49,xopt_50,xopt_51,xopt_52,xopt_53,xopt_54,xopt_55,xopt_56,xopt_57,xopt_58,xopt_59,xopt_60,xopt_61,xopt_62,xopt_63,xopt_64,xopt_65,xopt_66,xopt_67,xopt_68,xopt_69,xopt_70,xopt_71,xopt_72,xopt_73,xopt_74,xopt_75,xopt_76,xopt_77,xopt_78,xopt_79,xopt_80,xopt_81,xopt_82,xopt_83,xopt_84,xopt_85,xopt_86,xopt_87,xopt_88,xopt_89,xopt_90,xopt_91,xopt_92,xopt_93,xopt_94,xopt_95,xopt_96,xopt_97,xopt_98,xopt_99,xopt_100,val_xopt,objective_value
0.05,0.5,1.0,0.01,0.74,0.03,0.46,0.2,1.0,0.52,0.55,0.36,0.35,0.0,0.0,0.16,0.44,1.0,0.23,0.53,0.97,0.41,0.15,0.1,0.12,0.08,0.17,0.27,0.18,0.21,0.03,0.64,0.96,0.82,0.12,1.0,0.26,0.43,0.34,0.71,0.18,0.38,0.47,0.59,0.52,0.78,0.45,0.43,0.34,0.34,0.29,0.27,0.02,0.5,0.02,0.5,0.59,0.65,0.59,0.69,0.72,0.71,0.6,0.12,0.93,0.74,0.75,0.8,0.68,0.92,0.39,0.89,0.66,0.0,0.01,0.91,0.46,0.22,0.37,0.6,0.28,0.23,0.15,0.13,0.13,0.21,0.24,0.25,0.24,0.64,0.59,0.28,0.0,0.0,0.59,0.58,0.52,0.79,0.78,0.01,0.33,0.0,0.0,0.4499999999999999,0.5531823107709568,1.0,0.01,0.74,0.03,0.46,0.2,1.0,0.52,0.6544019648083198,0.36,0.35,0.0,0.0,0.16,0.44,0.2942430197030731,0.23,0.53,0.97,0.41,0.15,0.1,0.12,0.08,0.17,0.27,0.18,0.21,0.03,0.64,0.96,0.82,0.12,1.0,0.26,0.43,0.34,0.71,0.18,0.38,0.47,0.59,0.52,0.78,0.7216581715283482,0.7485337427361843,0.8186130260756971,0.7276411601009385,0.29,0.27,0.02,2.7152114047635697e-11,0.02,0.5,0.59,0.65,0.59,0.69,0.72,0.6373419898403544,0.6,0.12,0.93,0.74,0.75,0.6848157497434191,0.68,0.92,0.4508832196308764,0.6344752583401971,0.66,0.0,0.01,0.91,0.46,0.22,0.37,0.6,0.28,0.23,0.15,0.13,0.13,0.4812275671393669,0.24,0.25,0.24,0.64,0.59,0.9617883295313164,0.0,0.0,0.59,0.58,0.52,0.79,0.78,0.01,0.33,0.0,0.0,1.105868884268994,17.2238711641362
0.05,0.5,1.0,0.03,0.34,0.2,0.84,0.02,0.0,0.38,0.45,0.28,0.48,0.04,1.0,0.17,0.47,0.36,0.34,0.55,0.48,0.43,0.21,0.23,0.23,0.19,0.1,0.26,0.29,0.22,0.04,0.45,0.52,0.59,0.17,0.55,0.43,0.59,0.36,0.64,0.29,0.62,0.26,0.66,0.67,0.37,0.51,0.55,0.58,0.47,0.65,0.64,0.02,0.29,0.0,0.12,0.09,0.07,0.13,0.0,0.0,0.0,0.0,0.99,0.01,0.12,0.12,0.35,0.38,0.33,0.5,0.1,0.64,0.0,0.04,0.72,0.49,0.05,0.49,0.5,0.57,0.22,0.07,0.07,0.08,0.14,0.17,0.16,0.15,0.38,0.13,0.36,0.01,0.0,0.01,0.78,0.48,0.79,0.75,0.04,0.17,0.04,0.0,0.47,0.7617934840087517,1.0,0.0299999999999995,0.3399999999999991,0.2,0.8399999999999987,0.0199999999999984,0.0,0.3799999999999989,0.45,0.2799999999999989,0.4799999999999988,0.0424402706188026,1.0,0.1699999999999982,0.4699999999999988,0.3599999999999989,0.3399999999999991,0.55,0.4799999999999988,0.4299999999999989,0.2099999999999984,0.2299999999999984,0.2299999999999984,0.1899999999999984,0.1,0.2599999999999989,0.2899999999999988,0.2199999999999984,0.0399999999999984,0.45,0.5199999999999989,0.5899999999999986,0.1699999999999982,0.55,0.4299999999999989,0.5899999999999986,0.3599999999999989,0.6399999999999992,0.2899999999999988,0.6199999999999997,0.2599999999999989,0.6599999999999993,0.6699999999999997,0.3699999999999989,0.5099999999999989,0.55,0.5799999999999991,0.4699999999999988,0.65,0.6399999999999992,0.0199999999999984,0.2899999999999988,0.0,0.1199999999999984,0.0899999999999984,0.0699999999999985,0.1299999999999984,0.0,0.0,0.0,0.0,0.9899999999999992,0.0099999999999984,0.1199999999999984,0.1199999999999984,0.35,0.3799999999999989,0.3299999999999988,0.5,0.1,0.6399999999999992,0.0,0.0399999999999984,0.719999999999999,0.4899999999999989,0.05,0.4899999999999989,0.5,0.5699999999999986,0.2199999999999984,0.0699999999999985,0.0699999999999985,0.0799999999999986,0.1399999999999984,0.1699999999999982,0.1599999999999984,0.15,0.3799999999999989,0.1299999999999984,0.3599999999999989,0.0099999999999984,0.0,0.0099999999999984,0.779999999999999,0.4799999999999988,0.789999999999999,0.75,0.0399999999999984,0.1699999999999982,0.0399999999999984,0.0,0.7625168840370307,1.0024402706188025
0.05,0.5,1.0,0.01,0.4,0.06,0.87,0.3,0.03,0.9,0.82,0.8,0.39,0.02,1.0,0.54,0.59,0.22,0.86,0.42,0.02,0.31,0.85,0.89,0.94,0.11,0.09,0.33,0.17,0.8,0.0,0.11,0.04,0.03,1.0,0.11,0.44,0.2,1.0,0.02,0.96,0.3,0.85,0.39,0.36,0.31,0.65,0.73,0.78,0.67,0.72,0.71,0.0,0.07,0.01,0.41,0.44,0.52,0.48,0.22,0.21,0.22,0.19,0.85,0.03,0.09,0.06,0.15,0.34,0.05,0.48,0.03,0.58,0.0,0.02,0.72,0.38,0.07,0.47,0.04,0.01,0.0,0.63,0.71,0.79,0.44,0.42,0.47,0.41,0.23,0.27,0.28,0.0,0.0,0.22,0.42,0.34,0.23,0.09,0.0,0.47,0.11,0.0,0.85,1.0041770920125332,1.0,0.0099999999999984,0.4,0.0599999999999985,0.8699999999999992,0.3,0.0299999999999984,0.9,0.8199999999999987,0.8,0.3899999999999989,0.0199999999999984,1.0,0.5399999999999989,0.5899999999999986,0.2199999999999984,0.8599999999999988,0.4199999999999987,0.0199999999999984,0.3099999999999988,0.7749489298469552,0.8899999999999992,0.9399999999999992,0.1099999999999984,0.0899999999999984,0.3299999999999988,0.1699999999999982,0.8,0.0,0.1099999999999984,0.0399999999999984,0.0299999999999984,1.0,0.1099999999999984,0.4399999999999987,0.2,1.0,0.0199999999999984,0.9599999999999992,0.3,0.85,0.3899999999999989,0.3599999999999977,0.3099999999999988,0.65,0.729999999999999,0.779999999999999,0.6699999999999988,0.719999999999999,0.709999999999999,0.0,0.0699999999999985,0.0099999999999984,0.4099999999999989,0.4399999999999987,0.5199999999999989,0.4799999999999988,0.2199999999999984,0.2099999999999984,0.2199999999999984,0.1899999999999984,0.85,0.0299999999999984,0.0899999999999984,0.0599999999999985,0.15,0.3399999999999991,0.05,0.4799999999999988,0.0299999999999984,0.5799999999999991,0.0,0.0199999999999984,0.719999999999999,0.3799999999999989,0.0699999999999985,0.4699999999999988,0.0399999999999984,0.0099999999999984,0.0,0.6299999999999988,0.709999999999999,0.789999999999999,0.4399999999999987,0.4199999999999987,0.4699999999999988,0.4099999999999989,0.2299999999999984,0.2699999999999989,0.2799999999999989,0.0,0.0,0.2199999999999984,0.4199999999999987,0.3399999999999991,0.2299999999999984,0.0899999999999984,0.0,0.4699999999999988,0.1099999999999984,0.0,1.0257902147587032,1.0750510692932287
0.05,0.5,1.0,0.13,0.71,0.15,0.07,1.0,0.41,0.4,0.52,0.35,0.33,0.15,1.0,0.49,0.71,0.16,0.47,0.36,0.4,0.45,0.47,0.33,0.37,0.4,0.22,0.32,0.34,0.38,0.06,0.18,0.33,0.36,0.38,0.32,0.62,0.2,0.29,0.35,0.3,0.41,0.55,0.46,0.46,0.85,0.62,0.56,0.68,0.62,0.83,0.81,0.05,0.3,0.28,0.36,0.43,0.52,0.57,1.0,1.0,1.0,1.0,0.0,0.58,0.88,0.82,0.77,0.79,0.72,0.49,0.91,0.63,0.0,0.06,0.87,0.49,0.1,0.2,0.46,0.05,0.28,0.75,0.74,0.7,0.73,0.67,0.82,0.67,0.58,0.67,0.19,0.07,0.14,1.0,0.35,0.53,0.39,0.62,0.02,1.0,1.0,0.0,0.76,0.6548396852498197,1.0,0.13,0.71,6.905258332716597e-11,0.5378373698958199,1.0,0.41,0.4,0.6225833351374159,0.35,0.33,0.15,1.0,0.49,0.71,0.16,0.47,0.36,0.4,0.45,0.47,0.33,0.37,0.4,0.22,0.32,0.34,0.38,0.06,0.18,0.33,0.36,0.38,0.32,0.62,0.2,0.29,0.35,0.3,0.41,0.55,0.46,0.46,0.85,0.7899010655986831,0.8188086149025974,0.938412027045907,0.62,0.83,0.81,0.05,8.04564134554119e-10,0.28,0.36,0.43,0.52,0.57,1.0,1.0,1.0,1.0,0.2720581450370742,0.58,0.88,0.82,0.7130168391405477,0.79,0.72,0.49,0.5607926412007044,0.63,0.0,0.06,0.87,0.49,0.1,0.2,0.46,0.05,0.28,0.75,0.74,0.7,0.73,0.67,0.82,0.67,0.58,0.67,0.7245818364214701,0.07,0.14,1.0,0.35,0.53,0.39,0.62,0.02,1.0,1.0,0.0,1.0183952341679812,13.920372918426056
0.05,0.5,1.0,0.02,0.46,0.08,0.91,0.07,0.1,0.34,0.36,0.22,0.57,0.04,1.0,0.72,0.53,0.23,0.74,0.63,0.17,0.59,0.8,0.72,0.71,0.36,0.7,0.43,0.35,0.41,0.01,0.07,0.18,0.19,0.72,0.18,0.51,0.18,0.67,0.13,0.79,0.18,0.4,0.24,0.22,0.59,0.85,0.87,0.89,0.78,0.31,0.39,0.01,0.14,0.01,0.11,0.17,0.21,0.27,0.05,0.07,0.08,0.1,0.82,0.08,0.34,0.31,0.5,0.64,0.2,0.72,0.09,0.41,0.5,0.02,0.89,0.62,0.07,0.43,0.06,0.02,0.09,0.74,0.76,0.79,0.45,0.54,0.65,0.49,0.39,0.51,0.68,0.01,0.0,0.2,0.88,0.91,0.9,0.93,0.01,0.63,1.0,0.0,0.92,0.9858545257614824,1.0,0.02,0.46,0.08,0.91,0.07,0.1,0.34,0.36,0.22,0.57,0.04,1.0,0.72,0.53,0.23,0.74,0.63,0.17,0.59,0.8,0.72,0.71,0.36,0.7,0.43,0.35,0.41,0.01,0.07,0.18,0.19,0.72,0.18,0.51,0.18,0.67,0.13,0.79,0.18,0.4,0.24,0.22,0.59,0.85,0.87,0.89,0.78,0.31,0.39,0.01,0.14,0.01,0.11,0.17,0.21,0.27,0.05,0.07,0.08,0.1,0.82,0.08,0.34,0.31,0.5,0.64,0.2,0.72,0.09,0.41,0.5,0.02,0.89,0.62,0.07,0.43,0.06,0.02,0.09,0.74,0.76,0.79,0.45,0.54,0.65,0.49,0.39,0.51,0.68,0.01,0.0,0.2,0.88,0.91,0.9,0.93,0.01,0.63,1.0,0.0,0.9858545257614824,0.0
0.05,0.5,1.0,0.03,0.47,0.01,0.96,0.13,0.02,0.29,0.32,0.2,0.52,0.04,1.0,0.8,0.55,0.18,0.87,0.51,0.07,0.55,0.82,0.78,0.77,0.62,0.14,0.54,0.17,0.46,0.01,0.07,0.07,0.07,0.89,0.24,0.55,0.29,0.73,0.1,0.88,0.13,0.38,0.2,0.18,0.5,0.87,0.9,0.87,0.73,0.33,0.48,0.0,0.03,0.01,0.25,0.28,0.26,0.25,0.13,0.13,0.11,0.1,0.87,0.05,0.18,0.19,0.5,0.55,0.25,0.83,0.02,0.25,0.5,0.01,0.94,0.78,0.0,0.26,0.29,0.01,0.15,0.71,0.69,0.68,0.6,0.82,1.0,0.87,0.4,0.39,0.46,0.0,0.0,0.22,0.66,0.82,0.66,0.73,0.03,0.18,0.59,0.0,0.94,0.961231633167894,1.0,0.03,0.47,0.01,0.96,0.13,0.02,0.29,0.32,0.2,0.52,0.04,1.0,0.8,0.55,0.18,0.87,0.51,0.07,0.55,0.82,0.78,0.77,0.62,0.14,0.54,0.17,0.46,0.01,0.07,0.07,0.07,0.89,0.24,0.55,0.29,0.73,0.1,0.88,0.13,0.38,0.2,0.18,0.5,0.87,0.9,0.87,0.73,0.33,0.48,0.0,0.03,0.01,0.25,0.28,0.26,0.25,0.13,0.13,0.11,0.1,0.87,0.05,0.18,0.19,0.5,0.55,0.25,0.83,0.02,0.25,0.5,0.01,0.94,0.78,0.0,0.26,0.29,0.01,0.15,0.71,0.69,0.68,0.6,0.82,1.0,0.87,0.4,0.39,0.46,0.0,0.0,0.22,0.66,0.82,0.66,0.73,0.03,0.18,0.59,0.0,0.961231633167894,0.0
0.05,0.5,1.0,0.01,0.44,0.0,0.98,0.04,0.01,0.35,0.53,0.32,0.23,0.02,0.77,0.46,0.77,0.41,0.73,0.28,0.1,0.22,0.47,0.41,0.4,0.38,0.32,0.09,0.13,0.75,0.0,0.07,0.2,0.22,0.42,0.13,0.76,0.67,0.24,0.42,0.47,0.37,0.39,0.27,0.32,0.47,0.88,0.92,0.88,0.82,0.56,0.6,0.0,0.08,0.0,0.08,0.06,0.25,0.22,0.01,0.0,0.02,0.01,0.96,0.05,0.14,0.14,0.45,0.63,0.19,0.65,0.04,0.45,0.5,0.01,0.92,0.55,0.05,0.21,0.85,0.08,0.07,0.19,0.18,0.18,0.35,0.32,0.32,0.29,0.16,0.35,0.26,0.01,0.0,0.03,0.86,0.43,0.47,0.69,0.08,0.04,0.0,0.0,0.91,1.0107943299764164,1.0,0.01,0.44,0.0,0.98,0.04,0.01,0.35,0.53,0.32,0.23,0.02,0.77,0.46,0.77,0.41,0.73,0.28,0.1,0.22,0.47,0.41,0.4,0.38,0.32,0.09,0.13,0.75,0.0,0.07,0.2,0.22,0.42,0.13,0.76,0.67,0.24,0.42,0.47,0.37,0.39,0.27,0.32,0.47,0.88,0.92,0.88,0.82,0.56,0.6,0.0,0.08,0.0,0.08,0.06,0.25,0.22,0.01,0.0,0.02,0.01,0.96,0.05,0.14,0.14,0.45,0.63,0.19,0.65,0.04,0.45,0.5,0.01,0.92,0.55,0.05,0.21,0.85,0.08,0.07,0.19,0.18,0.18,0.35,0.32,0.32,0.29,0.16,0.35,0.26,0.01,0.0,0.03,0.86,0.43,0.47,0.69,0.08,0.04,0.0,0.0,1.0107943299764164,0.0
0.05,0.5,1.0,0.04,0.36,0.01,0.85,0.14,0.26,0.32,0.46,0.3,0.31,0.05,1.0,0.71,0.67,0.42,0.55,0.25,0.14,0.36,0.7,0.79,0.82,0.29,0.37,0.53,0.28,0.38,0.02,0.18,0.11,0.14,0.58,0.19,0.68,0.28,0.35,0.15,0.61,0.6,0.5,0.68,0.66,0.35,0.66,0.68,0.87,0.59,0.3,0.3,0.01,0.1,0.03,0.69,0.74,0.7,0.69,0.65,0.61,0.53,0.47,0.74,0.32,0.26,0.22,0.39,0.37,0.45,0.47,0.21,0.54,0.5,0.1,0.43,0.5,0.0,0.19,0.79,0.07,0.07,0.88,0.93,0.97,0.96,0.91,1.0,0.87,0.55,0.81,0.21,0.0,0.11,0.4,0.42,0.31,0.51,0.53,0.02,0.4,0.15,0.0,0.79,0.7973391948351434,1.0,0.0399999999999984,0.3599999999999989,0.0099999999999984,0.8499999999999992,0.1399999999999984,0.2599999999999989,0.319999999999999,0.4599999999999987,0.299999999999999,0.3099999999999988,0.0499999999999984,1.0,0.709999999999999,0.6699999999999988,0.4199999999999987,0.6787912547792798,0.2499999999999984,0.1399999999999984,0.3599999999999989,0.699999999999999,0.789999999999999,0.8199999999999987,0.2899999999999988,0.3699999999999989,0.5299999999999989,0.2799999999999989,0.3799999999999989,0.0199999999999984,0.1799999999999983,0.1099999999999984,0.1399999999999995,0.5799999999999991,0.1899999999999984,0.6799999996617436,0.2799999999999989,0.3499999999999988,0.1499999999999982,0.6099999999999987,0.5999999999999991,0.4999999999999989,0.6799999999999993,0.6599999999999993,0.3499999999999988,0.6599999999999993,0.6799999999999993,0.8699999999999992,0.5899999999999986,0.299999999999999,0.299999999999999,0.0099999999999984,0.1,0.0299999999999984,0.689999999999999,0.739999999999999,0.7,0.689999999999999,0.6499999999999988,0.6099999999999987,0.5299999999999989,0.4699999999999988,0.739999999999999,0.319999999999999,0.2599999999999989,0.2199999999999984,0.354233554786315,0.3699999999999989,0.45,0.4990900323189783,0.2099999999999984,0.5399999999999989,0.4999999999999989,0.0999999999999986,0.4299999999999989,0.4999999999999989,0.0,0.1899999999999984,0.789999999999999,0.0699999999999985,0.0699999999999985,0.8799999999999988,0.9299999999999994,0.9699999999999992,0.9599999999999992,0.9099999999999994,1.0,0.8699999999999992,0.5499999999999989,0.809999999999999,0.2099999999999984,0.0,5.348049864073445e-09,0.3999999999999989,0.4199999999999987,0.3099999999999988,0.5099999999999989,0.5299999999999989,0.0199999999999984,0.3999999999999989,0.1499999999999982,1.184080611338345e-12,0.882124526094054,4.303647727302151
0.05,0.5,1.0,0.03,0.34,0.06,0.93,0.03,0.03,0.39,0.41,0.28,0.58,0.0,0.0,0.18,0.42,0.81,0.49,0.62,0.37,0.41,0.21,0.22,0.21,0.16,0.12,0.46,0.33,0.28,0.03,0.33,0.3,0.37,0.24,0.32,0.42,0.38,0.48,0.48,0.36,0.5,0.34,0.45,0.49,0.38,0.55,0.6,0.61,0.52,0.64,0.71,0.01,0.19,0.0,0.05,0.04,0.03,0.13,0.0,0.0,0.0,0.01,0.95,0.03,0.14,0.12,0.32,0.39,0.22,0.62,0.04,0.53,0.5,0.04,0.76,0.58,0.41,0.47,0.25,0.24,0.44,0.04,0.04,0.05,0.1,0.13,0.14,0.13,0.4,0.2,0.35,0.01,0.0,0.03,0.85,0.6,0.74,0.78,0.04,0.15,0.04,0.0,0.7,0.7716017887137573,1.0,0.03,0.34,0.06,0.93,0.03,0.03,0.39,0.41,0.28,0.58,0.0004921862066663,0.0,0.18,0.42,0.81,0.49,0.62,0.37,0.41,0.21,0.22,0.21,0.16,0.12,0.46,0.33,0.28,0.03,0.33,0.3,0.37,0.24,0.32,0.42,0.38,0.48,0.48,0.36,0.5,0.34,0.45,0.49,0.38,0.55,0.6,0.61,0.52,0.64,0.71,0.01,0.19,0.0,0.05,0.04,0.03,0.13,0.0,0.0,0.0,0.01,0.95,0.03,0.14,0.12,0.32,0.39,0.22,0.62,0.04,0.53,0.5,0.04,0.76,0.58,0.41,0.47,0.25,0.24,0.44,0.04,0.04,0.05,0.1,0.13,0.14,0.13,0.4,0.2,0.35,0.01,0.0,0.03,0.85,0.6,0.74,0.78,0.04,0.15,0.04,0.0,0.7717476936445784,1.0004921862066662
0.05,0.5,1.0,0.15,0.31,0.4,0.63,0.14,0.06,0.58,0.72,0.65,0.47,0.16,1.0,0.22,0.52,0.1,0.51,0.48,0.39,0.51,0.3,0.29,0.34,0.23,0.13,0.2,0.2,0.3,0.15,0.48,0.3,0.38,0.47,0.37,0.44,0.08,0.73,0.21,0.53,0.5,0.94,0.45,0.49,0.36,0.2,0.25,0.25,0.19,0.61,0.65,0.13,0.73,0.05,0.39,0.39,0.46,0.46,0.21,0.19,0.2,0.18,0.81,0.08,0.22,0.13,0.21,0.33,0.22,0.24,0.1,0.6,0.0,0.22,0.64,0.22,0.79,0.6,0.0,0.4,0.26,0.23,0.23,0.23,0.31,0.32,0.36,0.33,0.52,0.35,0.4,0.23,0.02,0.23,0.8,0.41,0.53,0.8,0.06,0.39,0.84,0.88,0.51,0.4753618602266512,1.0,0.15,0.31,0.0,0.9252003465365204,0.14,0.06,0.58,0.72,0.65,0.47,0.1600000000000001,1.0,0.22,0.52,0.1,0.51,0.48,0.39,0.51,0.3,0.29,0.3400000000000001,0.2300000000000001,0.13,0.2,0.2,0.3,0.15,0.48,0.3,0.38,0.47,0.37,0.4400000000000001,0.0800000000000001,0.73,0.21,0.53,0.5,0.6306431692159924,0.45,0.49,0.36,0.6047554860418586,0.6688436724255131,0.6773599758684509,0.5620455219000485,0.61,0.65,0.13,0.0394380872998141,0.05,0.39,0.39,0.4600000000000002,0.4600000000000002,0.21,0.19,0.2,0.18,0.81,0.08,0.22,0.13,0.21,0.33,0.22,0.24,0.1,0.6,0.0,0.22,0.64,0.22,0.0927179955389776,0.6,0.0,0.4,0.26,0.2300000000000001,0.2300000000000001,0.2300000000000001,0.31,0.32,0.36,0.33,0.52,0.35,0.4,0.044024653866575,0.0200000000000001,0.2300000000000001,0.8,0.4100000000000001,0.53,0.8,0.0600000000000001,0.39,0.84,0.88,0.9283113453246338,14.201381096851032
0.05,0.5,1.0,0.01,0.53,0.01,0.94,0.2,0.03,0.34,0.39,0.27,0.36,0.02,0.76,0.79,0.77,0.13,0.77,0.44,0.15,0.56,0.75,0.69,0.67,0.38,0.0,0.51,1.0,0.62,0.0,0.04,0.1,0.18,0.58,0.11,0.68,0.42,0.37,0.21,0.66,0.25,0.4,0.25,0.26,0.52,0.88,0.88,0.97,0.74,0.51,0.48,0.0,0.04,0.01,0.15,0.26,0.32,0.3,0.09,0.14,0.15,0.13,0.82,0.04,0.2,0.21,0.57,0.58,0.34,0.89,0.04,0.27,0.5,0.01,0.88,0.86,0.25,0.54,0.33,0.03,0.08,0.5,0.49,0.5,0.8,0.76,0.96,0.8,0.69,0.52,0.65,0.0,0.0,0.26,0.64,0.8,0.74,0.73,0.03,0.09,0.21,0.0,0.93,0.9406167045016663,1.0,0.01,0.53,0.01,0.94,0.2,0.03,0.34,0.39,0.27,0.36,0.02,0.76,0.79,0.77,0.13,0.77,0.44,0.15,0.56,0.75,0.69,0.67,0.38,0.0,0.51,1.0,0.62,0.0,0.04,0.1,0.18,0.58,0.11,0.68,0.42,0.37,0.21,0.66,0.25,0.4,0.25,0.26,0.52,0.88,0.88,0.97,0.74,0.51,0.48,0.0,0.04,0.01,0.15,0.26,0.32,0.3,0.09,0.14,0.15,0.13,0.82,0.04,0.2,0.21,0.57,0.58,0.34,0.89,0.04,0.27,0.5,0.01,0.88,0.86,0.25,0.54,0.33,0.03,0.08,0.5,0.49,0.5,0.8,0.76,0.96,0.8,0.69,0.52,0.65,0.0,0.0,0.26,0.64,0.8,0.74,0.73,0.03,0.09,0.21,0.0,0.9406167045016663,0.0
0.05,0.5,1.0,0.02,0.47,0.01,0.97,0.07,0.02,0.7,0.67,0.63,0.37,0.0,0.0,0.33,0.56,0.28,0.62,0.43,0.21,0.4,0.41,0.34,0.32,0.22,0.37,0.69,0.72,0.35,0.02,0.22,0.16,0.24,0.45,0.19,0.48,0.36,0.77,0.25,0.56,0.38,0.58,0.43,0.43,0.41,0.66,0.73,0.72,0.63,0.53,0.6,0.01,0.11,0.0,0.4,0.35,0.37,0.39,0.08,0.06,0.06,0.06,0.95,0.01,0.12,0.11,0.33,0.49,0.19,0.54,0.06,0.55,0.5,0.01,0.89,0.46,0.27,0.43,0.5,0.12,0.05,0.14,0.14,0.14,0.27,0.29,0.3,0.3,0.45,0.22,0.28,0.0,0.0,0.08,0.58,0.4,0.49,0.45,0.03,0.2,0.07,0.0,0.85,0.9176638723627006,1.0,0.02,0.47,0.01,0.97,0.07,0.02,0.7,0.67,0.63,0.37,0.0,0.0,0.33,0.56,0.28,0.62,0.43,0.21,0.4,0.41,0.34,0.32,0.22,0.37,0.69,0.72,0.35,0.02,0.22,0.16,0.24,0.45,0.19,0.48,0.36,0.77,0.25,0.56,0.38,0.58,0.43,0.43,0.41,0.66,0.73,0.72,0.63,0.53,0.6,0.01,0.11,0.0,0.4,0.35,0.37,0.39,0.08,0.06,0.06,0.06,0.95,0.01,0.12,0.11,0.33,0.49,0.19,0.54,0.06,0.55,0.5,0.01,0.89,0.46,0.27,0.43,0.5,0.12,0.05,0.14,0.14,0.14,0.27,0.29,0.3,0.3,0.45,0.22,0.28,0.0,0.0,0.08,0.58,0.4,0.49,0.45,0.03,0.2,0.07,0.0,0.9176638723627006,0.0
0.05,0.5,1.0,0.0,0.41,0.05,0.96,0.01,0.01,0.37,0.37,0.24,0.55,0.01,0.58,0.23,0.34,0.33,0.51,0.7,0.36,0.87,0.24,0.22,0.21,0.24,0.15,0.0,0.0,0.31,0.01,0.28,0.27,0.38,0.19,0.72,0.25,0.39,0.35,0.49,0.34,0.31,0.29,0.27,0.3,0.41,0.76,0.74,0.83,0.89,0.45,0.31,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.02,0.1,0.12,0.46,0.45,0.41,0.83,0.04,0.42,0.5,0.01,0.75,0.83,0.31,0.84,0.44,0.05,0.18,0.08,0.09,0.1,0.06,0.12,0.15,0.2,0.19,0.2,0.28,0.0,0.0,0.02,0.98,0.91,0.78,0.93,0.09,0.03,0.05,0.0,0.97,0.8684407882054787,1.0,0.0,0.4100000000000001,0.05,0.9600000000000002,0.01,0.01,0.37,0.37,0.24,0.55,0.01,0.5800000000000001,0.23,0.3400000000000001,0.33,0.5100000000000001,0.7,0.36,0.8700000000000002,0.24,0.22,0.21,0.24,0.15,0.0,0.0,0.31,0.01,0.2800000000000001,0.2700000000000001,0.3800000000000001,0.19,0.7200000000000001,0.25,0.3900000000000001,0.35,0.4900000000000001,0.3400000000000001,0.31,0.29,0.2700000000000001,0.3,0.4100000000000001,0.7600000000000002,0.739999999999999,0.8300000000000002,0.8900000000000002,0.45,0.31,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9400000000000002,0.02,0.1,0.12,0.46,0.45,0.4100000000000001,0.8302423169650653,0.04,0.4200000000000001,0.5,0.01,0.75,0.83,0.31,0.8400000000000002,0.4400000000000001,0.05,0.18,0.0799999999999986,0.0899999999999984,0.1,0.06,0.12,0.15,0.2,0.19,0.2,0.2800000000000001,0.0,0.0,0.02,0.9800000000000002,0.9100000000000004,0.7800000000000002,0.9300000000000004,0.09,0.03,0.05,0.0,0.868604520440893,1.0002423169650654
